id,description
EpMuCrbxE8A_107_115,"The image is a black and white photograph capturing a close-up of a person's face and upper body. The person appears to be speaking or singing into a microphone, which is positioned close to their mouth. The background is dark and indistinct, focusing the viewer's attention on the person's face and the microphone."
EqOGzNkekMk_5_15,"The image captures a muscular man in a gym, performing a bicep curl with a dumbbell. He is shirtless, showcasing his well-defined muscles, and is wearing red shorts. The background includes gym equipment and a white wall."
EwTZ2xpQwpA_14_21,"The image shows a person wearing glasses and a white shirt, standing in front of a microphone on a stand. The person appears to be speaking or singing into the microphone. The background is a plain, light-colored wall."
F1BwUJ4--Qw_21_38,"In the image, a man dressed in a white shirt, black hat, and suspenders is preparing to shoot a rifle. He is standing on a dirt ground with a wooden fence in the foreground. The man is holding the rifle with both hands, aiming it towards the right side of the image. The background features a"
F2Ny7rq9RKs_139_148,"In the image, a person's hand is seen holding a pepper grinder over a bowl containing two cracked eggs. The bowl is placed on a white surface, and the scene is set in a kitchen with a tiled floor visible in the background."
F3pmw2ga244_59_65,"The image captures a moment from a baseball game where a batter is in the process of swinging at a pitch. The catcher and umpire are positioned behind the batter, ready to react to the ball's trajectory. The scoreboard at the bottom of the image indicates that the batter has just hit the ball, with a score of"
F44bLc6t7-I_1_8,"The image shows a group of children seated at a dining table in a restaurant, with one adult standing behind them. The adult is wearing a colorful apron and a hat, and appears to be serving food to the children. The table is set with plates and cutlery, and there are framed pictures on the wall"
FA3OfhJK0mI_195_203,"The image shows a close-up of a person's face, with the focus on their eyes and nose. The person appears to be wearing a striped hat. The background is dark and out of focus, making it difficult to discern any additional details."
FAD8CbQuvco_35_45,"The image shows a person cutting an apple on a wooden cutting board. The person is using a knife to slice the apple in half, and there is a glass bowl on the counter in the background. The person is wearing a gray shirt."
FCjpuJaUec0_19_26,"A black and white cat is standing on a white toilet bowl, drinking water from it."
FGjtmhI-Rmk_30_37,"A man with blue hair is seated at a piano, playing it with his hands. The piano is situated in a room with a window in the background."
FH8vgAp4VDU_10_14,"The image shows a person walking down a narrow, dimly lit corridor with brick walls. The person is wearing a white shirt and appears to be moving towards a bright light at the end of the corridor."
FHwC2THZJfA_0_10,"In the image, a small, light brown monkey is hanging from a white rod in a room. The monkey is gripping the rod with its front paws and has its eyes wide open, looking directly at the camera. The room appears to be a living space with various items scattered around, including a green rug and a"
FOOM-wA2rOY_77_86,"In the image, a person is lying on the ground in front of a white picket fence, surrounded by greenery. The person appears to be in a relaxed position, with their head resting on the ground and their body partially obscured by the foliage. The setting suggests a peaceful outdoor environment, possibly a residential area."
FTh5zPk34bQ_16_30,"The image captures a close-up view of a person's face, which appears to be in a state of distress or agony. The face is smeared with what looks like blood, suggesting a violent or traumatic event. The person's eyes are closed, and their mouth is open, possibly in a scream or cry. The"
FWzsXeXCwuc_106_110,"The image captures a serene scene at a temple, featuring a collection of golden Buddha statues adorned with intricate designs. The statues are set against a backdrop of lush greenery and majestic mountains, creating a harmonious blend of art and nature. The statues are arranged in a row, each one distinct yet part of a cohesive group"
FWzsXeXCwuc_111_116,"In the image, a person wearing a green shirt and a hat is holding a camera up to a small insect on a concrete surface. The background is blurred, but it appears to be an outdoor setting with greenery. The person seems to be taking a close-up photograph of the insect."
FXWdmIHXS_U_3_10,"In the image, a person is seated in a room, playing a keyboard with their hands. The person is wearing a red and white striped shirt. The keyboard is white with black keys, and the person's hands are positioned on the keys, suggesting they are in the middle of playing a piece of music."
FavUpD_IjVY_22_26,"The image shows a herd of black cows in a grassy field. The cows are spread out across the field, with some closer to the foreground and others further in the background. The grass appears lush and green, indicating a healthy and well-maintained pasture. The main action in the image is the movement of the"
Fe4tO5vW9_E_64_70,"The image shows a close-up of a pot on a stove, where a thick, yellowish liquid is being stirred with a wooden spoon. The liquid appears to be boiling or simmering, with steam rising from the surface."
FeTaKOPVaJg_15_25,"The image captures a lively scene on a stage where four children are energetically dancing. They are dressed in casual attire, with two of them wearing red scarves. The stage is adorned with colorful, abstract decorations, adding a vibrant backdrop to their performance."
FeTaKOPVaJg_60_70,"The image captures a lively scene on a stage where four young girls are performing a dance routine. They are dressed in casual attire, with two of them wearing white t-shirts and the other two in red bandanas. The stage is adorned with colorful musical notes on a black curtain, adding a vibrant backdrop to their performance."
Ffv7fhL1EDY_177_184,"In the image, a soccer player in a red and white striped jersey is in possession of the ball, while a referee in a black uniform is closely observing the play. The scene takes place on a grassy soccer field with other players visible in the background."
FoL7aWvpvNs_199_204,"The image captures a close-up view of a person's bare feet interacting with a bundle of yellow and blue garden hoses. The person is wearing denim shorts, and the focus is on the interaction between the person's feet and the hoses."
